,title,start_time,exercise_title,weight_kg,reps,rpe,week_of_a_year,muscle_group
2672,Evening workout 🏋️,2023-09-07 18:05:00,Leg Press (Machine),130.0,10,9.0,45,Quads; Hamstrings; Glutes
2673,Evening workout 🏋️,2023-09-07 18:05:00,Leg Press (Machine),130.0,10,9.0,45,Quads; Hamstrings; Glutes
2674,Evening workout 🏋️,2023-09-07 18:05:00,Leg Press (Machine),130.0,10,9.0,45,Quads; Hamstrings; Glutes
2675,Evening workout 🏋️,2023-09-07 18:05:00,Leg Press (Machine),130.0,10,9.5,45,Quads; Hamstrings; Glutes
2676,Evening workout 🏋️,2023-09-07 18:05:00,Leg Extension (Machine),50.0,10,8.0,45,Quads
2677,Evening workout 🏋️,2023-09-07 18:05:00,Leg Extension (Machine),50.0,10,9.0,45,Quads
2678,Evening workout 🏋️,2023-09-07 18:05:00,Leg Extension (Machine),50.0,10,8.5,45,Quads
2679,Evening workout 🏋️,2023-09-07 18:05:00,Leg Extension (Machine),50.0,10,9.0,45,Quads
2680,Evening workout 🏋️,2023-09-07 18:05:00,Seated Calf Raise,70.0,12,8.0,45,Calves
2681,Evening workout 🏋️,2023-09-07 18:05:00,Seated Calf Raise,70.0,12,8.0,45,Calves
2682,Evening workout 🏋️,2023-09-07 18:05:00,Seated Calf Raise,70.0,12,10.0,45,Calves
2683,Evening workout 🏋️,2023-09-11 18:10:00,Bent Over Row (Barbell),40.0,6,6.0,46,Upper Back
2684,Evening workout 🏋️,2023-09-11 18:10:00,Bent Over Row (Barbell),40.0,5,6.0,46,Upper Back
2685,Evening workout 🏋️,2023-09-11 18:10:00,Bent Over Row (Barbell),50.0,4,6.0,46,Upper Back
2686,Evening workout 🏋️,2023-09-11 18:10:00,Bent Over Row (Barbell),60.0,10,8.0,46,Upper Back
2687,Evening workout 🏋️,2023-09-11 18:10:00,Bent Over Row (Barbell),60.0,10,8.0,46,Upper Back
2688,Evening workout 🏋️,2023-09-11 18:10:00,Bent Over Row (Barbell),60.0,10,9.0,46,Upper Back
2689,Evening workout 🏋️,2023-09-11 18:10:00,Bent Over Row (Barbell),60.0,10,9.0,46,Upper Back
2690,Evening workout 🏋️,2023-09-11 18:10:00,Lat Pulldown - Neutral Grip,65.0,12,8.0,46,Lats
2691,Evening workout 🏋️,2023-09-11 18:10:00,Lat Pulldown - Neutral Grip,65.0,12,9.0,46,Lats
2692,Evening workout 🏋️,2023-09-11 18:10:00,Lat Pulldown - Neutral Grip,65.0,12,9.5,46,Lats
2693,Evening workout 🏋️,2023-09-11 18:10:00,Lat Pulldown - Neutral Grip,65.0,12,9.5,46,Lats
2694,Evening workout 🏋️,2023-09-11 18:10:00,Bicep Curl (Cable),35.0,10,8.0,46,Biceps
2695,Evening workout 🏋️,2023-09-11 18:10:00,Bicep Curl (Cable),35.0,10,8.0,46,Biceps
2696,Evening workout 🏋️,2023-09-11 18:10:00,Bicep Curl (Cable),35.0,10,8.5,46,Biceps
2697,Evening workout 🏋️,2023-09-11 18:10:00,Bicep Curl (Cable),35.0,10,9.0,46,Biceps
2698,Evening workout 🏋️,2023-09-11 18:10:00,Single Arm Cable Row,30.0,12,8.0,46,Upper Back
2699,Evening workout 🏋️,2023-09-11 18:10:00,Single Arm Cable Row,30.0,12,9.0,46,Upper Back
2700,Evening workout 🏋️,2023-09-11 18:10:00,Single Arm Cable Row,30.0,12,9.0,46,Upper Back
2701,Evening workout 🏋️,2023-09-11 18:10:00,Single Arm Cable Row,30.0,12,9.0,46,Upper Back
2702,Morning workout ☀️,2023-09-12 07:07:00,Incline Bench Press (Barbell),30.0,6,6.0,46,Chest
2703,Morning workout ☀️,2023-09-12 07:07:00,Incline Bench Press (Barbell),30.0,4,6.0,46,Chest
2704,Morning workout ☀️,2023-09-12 07:07:00,Incline Bench Press (Barbell),40.0,2,6.0,46,Chest
2705,Morning workout ☀️,2023-09-12 07:07:00,Incline Bench Press (Barbell),60.0,8,8.0,46,Chest
2706,Morning workout ☀️,2023-09-12 07:07:00,Incline Bench Press (Barbell),60.0,8,8.0,46,Chest
2707,Morning workout ☀️,2023-09-12 07:07:00,Incline Bench Press (Barbell),60.0,8,8.0,46,Chest
2708,Morning workout ☀️,2023-09-12 07:07:00,Incline Bench Press (Barbell),60.0,8,8.0,46,Chest
2709,Morning workout ☀️,2023-09-12 07:07:00,Triceps Pushdown,50.0,12,6.0,46,Triceps
2710,Morning workout ☀️,2023-09-12 07:07:00,Triceps Pushdown,55.0,12,8.0,46,Triceps
2711,Morning workout ☀️,2023-09-12 07:07:00,Triceps Pushdown,55.0,12,9.0,46,Triceps
2712,Morning workout ☀️,2023-09-12 07:07:00,Triceps Pushdown,55.0,12,9.0,46,Triceps
2713,Morning workout ☀️,2023-09-12 07:07:00,Cable Fly Crossovers,25.0,12,8.0,46,Chest
2714,Morning workout ☀️,2023-09-12 07:07:00,Cable Fly Crossovers,25.0,12,9.0,46,Chest
2715,Morning workout ☀️,2023-09-12 07:07:00,Cable Fly Crossovers,25.0,12,9.0,46,Chest
2716,Morning workout ☀️,2023-09-12 07:07:00,Cable Fly Crossovers,25.0,12,9.0,46,Chest
2717,Morning workout ☀️,2023-09-12 07:07:00,Triceps Rope Pushdown,20.0,12,8.0,46,Triceps
2718,Morning workout ☀️,2023-09-12 07:07:00,Triceps Rope Pushdown,20.0,12,9.0,46,Triceps
2719,Morning workout ☀️,2023-09-12 07:07:00,Triceps Rope Pushdown,20.0,12,9.0,46,Triceps
2720,Morning workout ☀️,2023-09-12 07:07:00,Triceps Rope Pushdown,20.0,12,9.0,46,Triceps
2721,Afternoon workout 💪,2023-09-13 17:40:00,Shoulder Press (Dumbbell),10.0,6,6.0,46,Shoulders
2722,Afternoon workout 💪,2023-09-13 17:40:00,Shoulder Press (Dumbbell),10.0,4,6.0,46,Shoulders
2723,Afternoon workout 💪,2023-09-13 17:40:00,Shoulder Press (Dumbbell),16.0,3,6.0,46,Shoulders
2724,Afternoon workout 💪,2023-09-13 17:40:00,Shoulder Press (Dumbbell),24.0,8,8.0,46,Shoulders
2725,Afternoon workout 💪,2023-09-13 17:40:00,Shoulder Press (Dumbbell),24.0,8,8.5,46,Shoulders
2726,Afternoon workout 💪,2023-09-13 17:40:00,Shoulder Press (Dumbbell),24.0,8,8.5,46,Shoulders
2727,Afternoon workout 💪,2023-09-13 17:40:00,Shoulder Press (Dumbbell),24.0,8,9.0,46,Shoulders
2728,Afternoon workout 💪,2023-09-13 17:40:00,Triceps Extension (Cable),25.0,12,8.0,46,Triceps
2729,Afternoon workout 💪,2023-09-13 17:40:00,Triceps Extension (Cable),25.0,12,9.0,46,Triceps
2730,Afternoon workout 💪,2023-09-13 17:40:00,Triceps Extension (Cable),25.0,12,9.5,46,Triceps
2731,Afternoon workout 💪,2023-09-13 17:40:00,Triceps Extension (Cable),25.0,12,9.0,46,Triceps
2732,Afternoon workout 💪,2023-09-13 17:40:00,Rear Delt Reverse Fly (Machine),40.0,12,9.0,46,Shoulders
2733,Afternoon workout 💪,2023-09-13 17:40:00,Rear Delt Reverse Fly (Machine),40.0,12,9.0,46,Shoulders
2734,Afternoon workout 💪,2023-09-13 17:40:00,Rear Delt Reverse Fly (Machine),40.0,12,9.0,46,Shoulders
2735,Afternoon workout 💪,2023-09-13 17:40:00,Rear Delt Reverse Fly (Machine),40.0,12,9.5,46,Shoulders
2736,Afternoon workout 💪,2023-09-13 17:40:00,Lateral Raise (Dumbbell),12.0,12,8.0,46,Shoulders
2737,Afternoon workout 💪,2023-09-13 17:40:00,Lateral Raise (Dumbbell),14.0,12,9.5,46,Shoulders
2738,Afternoon workout 💪,2023-09-13 17:40:00,Lateral Raise (Dumbbell),14.0,12,9.0,46,Shoulders
2739,Afternoon workout 💪,2023-09-13 17:40:00,Lateral Raise (Dumbbell),14.0,12,9.5,46,Shoulders
2740,Afternoon workout 💪,2023-09-14 16:19:00,Squat (Barbell),60.0,6,6.0,46,Quads; Hamstrings; Glutes
2741,Afternoon workout 💪,2023-09-14 16:19:00,Squat (Barbell),60.0,4,6.0,46,Quads; Hamstrings; Glutes
2742,Afternoon workout 💪,2023-09-14 16:19:00,Squat (Barbell),60.0,2,6.0,46,Quads; Hamstrings; Glutes
2743,Afternoon workout 💪,2023-09-14 16:19:00,Squat (Barbell),90.0,4,8.0,46,Quads; Hamstrings; Glutes
2744,Afternoon workout 💪,2023-09-14 16:19:00,Squat (Barbell),90.0,4,8.5,46,Quads; Hamstrings; Glutes
2745,Afternoon workout 💪,2023-09-14 16:19:00,Squat (Barbell),90.0,4,9.0,46,Quads; Hamstrings; Glutes
2746,Afternoon workout 💪,2023-09-14 16:19:00,Squat (Barbell),90.0,5,9.5,46,Quads; Hamstrings; Glutes
2747,Afternoon workout 💪,2023-09-14 16:19:00,Leg Press (Machine),130.0,12,9.0,46,Quads; Hamstrings; Glutes
2748,Afternoon workout 💪,2023-09-14 16:19:00,Leg Press (Machine),130.0,10,8.5,46,Quads; Hamstrings; Glutes
2749,Afternoon workout 💪,2023-09-14 16:19:00,Leg Press (Machine),130.0,10,8.5,46,Quads; Hamstrings; Glutes
2750,Afternoon workout 💪,2023-09-14 16:19:00,Leg Press (Machine),130.0,10,8.5,46,Quads; Hamstrings; Glutes
2751,Afternoon workout 💪,2023-09-14 16:19:00,Leg Extension (Machine),50.0,12,9.0,46,Quads
2752,Afternoon workout 💪,2023-09-14 16:19:00,Leg Extension (Machine),50.0,12,9.5,46,Quads
2753,Afternoon workout 💪,2023-09-14 16:19:00,Leg Extension (Machine),50.0,10,9.5,46,Quads
2754,Afternoon workout 💪,2023-09-14 16:19:00,Leg Extension (Machine),50.0,10,9.0,46,Quads
2755,Afternoon workout 💪,2023-09-14 16:19:00,Seated Calf Raise,70.0,12,9.0,46,Calves
2756,Afternoon workout 💪,2023-09-14 16:19:00,Seated Calf Raise,70.0,12,9.0,46,Calves
2757,Afternoon workout 💪,2023-09-14 16:19:00,Seated Calf Raise,70.0,12,9.5,46,Calves
2758,Morning workout ☀️,2023-09-16 08:05:00,Bench Press (Barbell),40.0,6,6.0,46,Chest
2759,Morning workout ☀️,2023-09-16 08:05:00,Bench Press (Barbell),40.0,4,6.0,46,Chest
2760,Morning workout ☀️,2023-09-16 08:05:00,Bench Press (Barbell),50.0,2,6.0,46,Chest
2761,Morning workout ☀️,2023-09-16 08:05:00,Bench Press (Barbell),70.0,8,9.0,46,Chest
2762,Morning workout ☀️,2023-09-16 08:05:00,Bench Press (Barbell),70.0,8,9.0,46,Chest
2763,Morning workout ☀️,2023-09-16 08:05:00,Bench Press (Barbell),60.0,12,9.0,46,Chest
2764,Morning workout ☀️,2023-09-16 08:05:00,Bench Press (Barbell),60.0,12,9.0,46,Chest
2765,Morning workout ☀️,2023-09-16 08:05:00,Triceps Rope Pushdown,20.0,12,6.0,46,Triceps
2766,Morning workout ☀️,2023-09-16 08:05:00,Triceps Rope Pushdown,30.0,12,8.5,46,Triceps
2767,Morning workout ☀️,2023-09-16 08:05:00,Triceps Rope Pushdown,30.0,12,9.0,46,Triceps
2768,Morning workout ☀️,2023-09-16 08:05:00,Triceps Rope Pushdown,30.0,12,9.0,46,Triceps
2769,Morning workout ☀️,2023-09-16 08:05:00,Seated Cable Row - Bar Wide Grip,70.0,12,9.0,46,Upper Back
2770,Morning workout ☀️,2023-09-16 08:05:00,Seated Cable Row - Bar Wide Grip,65.0,12,9.0,46,Upper Back
2771,Morning workout ☀️,2023-09-16 08:05:00,Seated Cable Row - Bar Wide Grip,65.0,12,9.0,46,Upper Back
2772,Morning workout ☀️,2023-09-16 08:05:00,Seated Cable Row - Bar Wide Grip,65.0,12,9.0,46,Upper Back
2773,Morning workout ☀️,2023-09-16 08:05:00,Bicep Curl (Barbell),20.0,12,8.0,46,Biceps
2774,Morning workout ☀️,2023-09-16 08:05:00,Bicep Curl (Barbell),20.0,12,8.5,46,Biceps
2775,Morning workout ☀️,2023-09-16 08:05:00,Bicep Curl (Barbell),20.0,12,8.5,46,Biceps
2776,Morning workout ☀️,2023-09-16 08:05:00,Bicep Curl (Barbell),20.0,12,9.0,46,Biceps
2777,Schmonday pushday,2023-09-18 06:43:00,Incline Bench Press (Barbell),20.0,6,6.0,47,Chest
2778,Schmonday pushday,2023-09-18 06:43:00,Incline Bench Press (Barbell),20.0,4,6.0,47,Chest
2779,Schmonday pushday,2023-09-18 06:43:00,Incline Bench Press (Barbell),30.0,2,6.0,47,Chest
2780,Schmonday pushday,2023-09-18 06:43:00,Incline Bench Press (Barbell),45.0,10,7.0,47,Chest
2781,Schmonday pushday,2023-09-18 06:43:00,Incline Bench Press (Barbell),45.0,10,7.0,47,Chest
2782,Schmonday pushday,2023-09-18 06:43:00,Incline Bench Press (Barbell),45.0,10,7.0,47,Chest
2783,Schmonday pushday,2023-09-18 06:43:00,Incline Bench Press (Barbell),45.0,10,7.0,47,Chest
2784,Schmonday pushday,2023-09-18 06:43:00,Bench Press (Dumbbell),22.0,12,8.0,47,Chest
2785,Schmonday pushday,2023-09-18 06:43:00,Bench Press (Dumbbell),22.0,12,8.5,47,Chest
2786,Schmonday pushday,2023-09-18 06:43:00,Bench Press (Dumbbell),22.0,12,8.5,47,Chest
2787,Schmonday pushday,2023-09-18 06:43:00,Bench Press (Dumbbell),22.0,12,9.0,47,Chest
2788,Schmonday pushday,2023-09-18 06:43:00,Single Arm Triceps Pushdown (Cable),17.5,12,8.5,47,Triceps
2789,Schmonday pushday,2023-09-18 06:43:00,Single Arm Triceps Pushdown (Cable),17.5,12,8.5,47,Triceps
2790,Schmonday pushday,2023-09-18 06:43:00,Single Arm Triceps Pushdown (Cable),17.5,12,8.5,47,Triceps
2791,Schmonday pushday,2023-09-18 06:43:00,Single Arm Triceps Pushdown (Cable),17.5,12,9.0,47,Triceps
2792,Schmonday pushday,2023-09-18 06:43:00,Triceps Pushdown,50.0,12,9.0,47,Triceps
2793,Schmonday pushday,2023-09-18 06:43:00,Triceps Pushdown,50.0,12,9.0,47,Triceps
2794,Schmonday pushday,2023-09-18 06:43:00,Triceps Pushdown,50.0,12,9.0,47,Triceps
2795,Schmonday pushday,2023-09-18 06:43:00,Triceps Pushdown,50.0,12,9.5,47,Triceps
2796,T is pullday,2023-09-19 06:33:00,Sumo Deadlift,60.0,6,6.0,47,Hamstrings; Glutes
2797,T is pullday,2023-09-19 06:33:00,Sumo Deadlift,60.0,4,6.0,47,Hamstrings; Glutes
2798,T is pullday,2023-09-19 06:33:00,Sumo Deadlift,80.0,2,6.0,47,Hamstrings; Glutes
2799,T is pullday,2023-09-19 06:33:00,Sumo Deadlift,90.0,10,8.0,47,Hamstrings; Glutes
2800,T is pullday,2023-09-19 06:33:00,Sumo Deadlift,90.0,10,8.0,47,Hamstrings; Glutes
2801,T is pullday,2023-09-19 06:33:00,Sumo Deadlift,90.0,10,8.0,47,Hamstrings; Glutes
2802,T is pullday,2023-09-19 06:33:00,Sumo Deadlift,90.0,10,8.5,47,Hamstrings; Glutes
2803,T is pullday,2023-09-19 06:33:00,Lat Pulldown - Neutral Grip,65.0,12,8.5,47,Lats
2804,T is pullday,2023-09-19 06:33:00,Lat Pulldown - Neutral Grip,65.0,12,9.0,47,Lats
2805,T is pullday,2023-09-19 06:33:00,Lat Pulldown - Neutral Grip,65.0,12,9.0,47,Lats
2806,T is pullday,2023-09-19 06:33:00,Lat Pulldown - Neutral Grip,65.0,12,9.0,47,Lats
2807,T is pullday,2023-09-19 06:33:00,Bicep Curl (Barbell),20.0,12,8.5,47,Biceps
2808,T is pullday,2023-09-19 06:33:00,Bicep Curl (Barbell),20.0,12,9.0,47,Biceps
2809,T is pullday,2023-09-19 06:33:00,Bicep Curl (Barbell),20.0,12,8.5,47,Biceps
2810,T is pullday,2023-09-19 06:33:00,Bicep Curl (Barbell),20.0,12,9.0,47,Biceps
2811,T is pullday,2023-09-19 06:33:00,Single Arm Cable Row,30.0,12,9.0,47,Upper Back
2812,T is pullday,2023-09-19 06:33:00,Single Arm Cable Row,30.0,12,9.0,47,Upper Back
2813,T is pullday,2023-09-19 06:33:00,Single Arm Cable Row,30.0,12,9.0,47,Upper Back
2814,T is pullday,2023-09-19 06:33:00,Single Arm Cable Row,30.0,12,9.0,47,Upper Back
2815,LEGO,2023-09-21 06:51:00,Squat (Barbell),40.0,6,6.0,47,Quads; Hamstrings; Glutes
2816,LEGO,2023-09-21 06:51:00,Squat (Barbell),40.0,4,6.0,47,Quads; Hamstrings; Glutes
2817,LEGO,2023-09-21 06:51:00,Squat (Barbell),60.0,10,7.5,47,Quads; Hamstrings; Glutes
2818,LEGO,2023-09-21 06:51:00,Squat (Barbell),60.0,10,7.5,47,Quads; Hamstrings; Glutes
2819,LEGO,2023-09-21 06:51:00,Squat (Barbell),60.0,10,7.5,47,Quads; Hamstrings; Glutes
2820,LEGO,2023-09-21 06:51:00,Squat (Barbell),60.0,10,8.0,47,Quads; Hamstrings; Glutes
2821,LEGO,2023-09-21 06:51:00,Leg Press (Machine),120.0,10,8.0,47,Quads; Hamstrings; Glutes
2822,LEGO,2023-09-21 06:51:00,Leg Press (Machine),120.0,10,8.0,47,Quads; Hamstrings; Glutes
2823,LEGO,2023-09-21 06:51:00,Leg Press (Machine),120.0,10,8.0,47,Quads; Hamstrings; Glutes
2824,LEGO,2023-09-21 06:51:00,Leg Press (Machine),120.0,10,8.0,47,Quads; Hamstrings; Glutes
2825,LEGO,2023-09-21 06:51:00,Leg Extension (Machine),50.0,12,8.5,47,Quads
2826,LEGO,2023-09-21 06:51:00,Leg Extension (Machine),50.0,12,9.0,47,Quads
2827,LEGO,2023-09-21 06:51:00,Leg Extension (Machine),50.0,10,9.5,47,Quads
2828,LEGO,2023-09-21 06:51:00,Leg Extension (Machine),50.0,12,9.5,47,Quads
2829,Shoulders boulders,2023-09-22 19:18:00,Shoulder Press (Dumbbell),10.0,6,6.0,47,Shoulders
2830,Shoulders boulders,2023-09-22 19:18:00,Shoulder Press (Dumbbell),10.0,4,6.0,47,Shoulders
2831,Shoulders boulders,2023-09-22 19:18:00,Shoulder Press (Dumbbell),14.0,3,6.0,47,Shoulders
2832,Shoulders boulders,2023-09-22 19:18:00,Shoulder Press (Dumbbell),20.0,10,7.5,47,Shoulders
2833,Shoulders boulders,2023-09-22 19:18:00,Shoulder Press (Dumbbell),20.0,10,7.5,47,Shoulders
2834,Shoulders boulders,2023-09-22 19:18:00,Shoulder Press (Dumbbell),20.0,10,8.0,47,Shoulders
2835,Shoulders boulders,2023-09-22 19:18:00,Shoulder Press (Dumbbell),20.0,10,8.0,47,Shoulders
2836,Shoulders boulders,2023-09-22 19:18:00,Triceps Extension (Cable),30.0,12,8.5,47,Triceps
2837,Shoulders boulders,2023-09-22 19:18:00,Triceps Extension (Cable),30.0,10,9.0,47,Triceps
2838,Shoulders boulders,2023-09-22 19:18:00,Triceps Extension (Cable),30.0,10,9.5,47,Triceps
2839,Shoulders boulders,2023-09-22 19:18:00,Triceps Extension (Cable),30.0,12,9.5,47,Triceps
2840,Shoulders boulders,2023-09-22 19:18:00,Rear Delt Reverse Fly (Machine),45.0,10,8.5,47,Shoulders
2841,Shoulders boulders,2023-09-22 19:18:00,Rear Delt Reverse Fly (Machine),45.0,10,9.0,47,Shoulders
2842,Shoulders boulders,2023-09-22 19:18:00,Rear Delt Reverse Fly (Machine),45.0,10,9.0,47,Shoulders
2843,Shoulders boulders,2023-09-22 19:18:00,Rear Delt Reverse Fly (Machine),45.0,10,9.5,47,Shoulders
2844,Shoulders boulders,2023-09-22 19:18:00,Lateral Raise (Dumbbell),14.0,12,9.0,47,Shoulders
2845,Shoulders boulders,2023-09-22 19:18:00,Lateral Raise (Dumbbell),14.0,12,9.0,47,Shoulders
2846,Shoulders boulders,2023-09-22 19:18:00,Lateral Raise (Dumbbell),14.0,12,9.0,47,Shoulders
2847,Shoulders boulders,2023-09-22 19:18:00,Lateral Raise (Dumbbell),14.0,12,9.0,47,Shoulders
2848,Afternoon workout 💪,2023-09-23 15:09:00,Bench Press (Barbell),40.0,6,6.0,47,Chest
2849,Afternoon workout 💪,2023-09-23 15:09:00,Bench Press (Barbell),40.0,4,6.0,47,Chest
2850,Afternoon workout 💪,2023-09-23 15:09:00,Bench Press (Barbell),50.0,2,6.0,47,Chest
2851,Afternoon workout 💪,2023-09-23 15:09:00,Bench Press (Barbell),60.0,10,7.5,47,Chest
2852,Afternoon workout 💪,2023-09-23 15:09:00,Bench Press (Barbell),60.0,10,8.0,47,Chest
2853,Afternoon workout 💪,2023-09-23 15:09:00,Bench Press (Barbell),60.0,10,8.0,47,Chest
2854,Afternoon workout 💪,2023-09-23 15:09:00,Bench Press (Barbell),60.0,10,8.0,47,Chest
2855,Afternoon workout 💪,2023-09-23 15:09:00,Seated Cable Row - Bar Wide Grip,65.0,12,8.0,47,Upper Back
2856,Afternoon workout 💪,2023-09-23 15:09:00,Seated Cable Row - Bar Wide Grip,65.0,12,8.5,47,Upper Back
2857,Afternoon workout 💪,2023-09-23 15:09:00,Seated Cable Row - Bar Wide Grip,65.0,12,9.0,47,Upper Back
2858,Afternoon workout 💪,2023-09-23 15:09:00,Seated Cable Row - Bar Wide Grip,65.0,12,9.0,47,Upper Back
2859,Afternoon workout 💪,2023-09-23 15:09:00,Bicep Curl (Cable),35.0,12,8.0,47,Biceps
2860,Afternoon workout 💪,2023-09-23 15:09:00,Bicep Curl (Cable),35.0,12,8.5,47,Biceps
2861,Afternoon workout 💪,2023-09-23 15:09:00,Bicep Curl (Cable),35.0,12,9.0,47,Biceps
2862,Afternoon workout 💪,2023-09-23 15:09:00,Bicep Curl (Cable),35.0,12,9.0,47,Biceps
2863,Afternoon workout 💪,2023-09-23 15:09:00,Rope Straight Arm Pulldown,45.0,12,8.0,47,Lats
2864,Afternoon workout 💪,2023-09-23 15:09:00,Rope Straight Arm Pulldown,45.0,12,8.5,47,Lats
2865,Afternoon workout 💪,2023-09-23 15:09:00,Rope Straight Arm Pulldown,45.0,12,8.5,47,Lats
2866,Afternoon workout 💪,2023-09-23 15:09:00,Rope Straight Arm Pulldown,45.0,12,9.0,47,Lats
2867,Schmonday pushday,2023-09-25 06:24:00,Incline Bench Press (Barbell),20.0,6,6.0,48,Chest
2868,Schmonday pushday,2023-09-25 06:24:00,Incline Bench Press (Barbell),20.0,4,6.0,48,Chest
2869,Schmonday pushday,2023-09-25 06:24:00,Incline Bench Press (Barbell),30.0,2,6.0,48,Chest
2870,Schmonday pushday,2023-09-25 06:24:00,Incline Bench Press (Barbell),55.0,8,7.5,48,Chest
2871,Schmonday pushday,2023-09-25 06:24:00,Incline Bench Press (Barbell),55.0,8,7.5,48,Chest
2872,Schmonday pushday,2023-09-25 06:24:00,Incline Bench Press (Barbell),55.0,8,7.5,48,Chest
2873,Schmonday pushday,2023-09-25 06:24:00,Incline Bench Press (Barbell),55.0,8,7.5,48,Chest
2874,Schmonday pushday,2023-09-25 06:24:00,Bench Press (Dumbbell),24.0,10,8.5,48,Chest
2875,Schmonday pushday,2023-09-25 06:24:00,Bench Press (Dumbbell),24.0,10,9.0,48,Chest
2876,Schmonday pushday,2023-09-25 06:24:00,Bench Press (Dumbbell),24.0,10,9.0,48,Chest
2877,Schmonday pushday,2023-09-25 06:24:00,Bench Press (Dumbbell),24.0,10,9.0,48,Chest
2878,Schmonday pushday,2023-09-25 06:24:00,Single Arm Triceps Pushdown (Cable),20.0,10,9.0,48,Triceps
2879,Schmonday pushday,2023-09-25 06:24:00,Single Arm Triceps Pushdown (Cable),20.0,10,9.0,48,Triceps
2880,Schmonday pushday,2023-09-25 06:24:00,Single Arm Triceps Pushdown (Cable),20.0,10,9.5,48,Triceps
2881,Schmonday pushday,2023-09-25 06:24:00,Single Arm Triceps Pushdown (Cable),20.0,10,9.0,48,Triceps
2882,Schmonday pushday,2023-09-25 06:24:00,Cable Fly Crossovers,25.0,12,8.5,48,Chest
2883,Schmonday pushday,2023-09-25 06:24:00,Cable Fly Crossovers,25.0,12,9.0,48,Chest
2884,Schmonday pushday,2023-09-25 06:24:00,Cable Fly Crossovers,25.0,12,9.5,48,Chest
2885,Schmonday pushday,2023-09-25 06:24:00,Cable Fly Crossovers,25.0,12,9.5,48,Chest
2886,T is pullday,2023-09-26 17:06:00,Sumo Deadlift,60.0,6,6.0,48,Hamstrings; Glutes
2887,T is pullday,2023-09-26 17:06:00,Sumo Deadlift,80.0,4,6.0,48,Hamstrings; Glutes
2888,T is pullday,2023-09-26 17:06:00,Sumo Deadlift,80.0,2,6.0,48,Hamstrings; Glutes
2889,T is pullday,2023-09-26 17:06:00,Sumo Deadlift,105.0,8,8.0,48,Hamstrings; Glutes
2890,T is pullday,2023-09-26 17:06:00,Sumo Deadlift,105.0,8,8.0,48,Hamstrings; Glutes
2891,T is pullday,2023-09-26 17:06:00,Sumo Deadlift,105.0,8,8.0,48,Hamstrings; Glutes
2892,T is pullday,2023-09-26 17:06:00,Sumo Deadlift,105.0,8,8.5,48,Hamstrings; Glutes
2893,T is pullday,2023-09-26 17:06:00,Lat Pulldown - Neutral Grip,70.0,10,8.5,48,Lats
2894,T is pullday,2023-09-26 17:06:00,Lat Pulldown - Neutral Grip,70.0,10,8.5,48,Lats
2895,T is pullday,2023-09-26 17:06:00,Lat Pulldown - Neutral Grip,70.0,10,9.0,48,Lats
2896,T is pullday,2023-09-26 17:06:00,Lat Pulldown - Neutral Grip,70.0,10,9.0,48,Lats
2897,T is pullday,2023-09-26 17:06:00,Bicep Curl (Barbell),20.0,12,9.0,48,Biceps
2898,T is pullday,2023-09-26 17:06:00,Bicep Curl (Barbell),20.0,12,9.0,48,Biceps
2899,T is pullday,2023-09-26 17:06:00,Bicep Curl (Barbell),20.0,12,9.0,48,Biceps
2900,T is pullday,2023-09-26 17:06:00,Bicep Curl (Barbell),20.0,12,9.0,48,Biceps
2901,T is pullday,2023-09-26 17:06:00,Single Arm Cable Row,30.0,12,9.0,48,Upper Back
2902,T is pullday,2023-09-26 17:06:00,Single Arm Cable Row,30.0,12,9.0,48,Upper Back
2903,T is pullday,2023-09-26 17:06:00,Single Arm Cable Row,30.0,12,9.0,48,Upper Back
2904,T is pullday,2023-09-26 17:06:00,Single Arm Cable Row,30.0,12,9.0,48,Upper Back
2905,Shoulders boulders,2023-09-27 20:54:00,Shoulder Press (Dumbbell),12.0,6,6.0,48,Shoulders
2906,Shoulders boulders,2023-09-27 20:54:00,Shoulder Press (Dumbbell),12.0,4,6.0,48,Shoulders
2907,Shoulders boulders,2023-09-27 20:54:00,Shoulder Press (Dumbbell),16.0,3,6.0,48,Shoulders
2908,Shoulders boulders,2023-09-27 20:54:00,Shoulder Press (Dumbbell),22.0,8,7.5,48,Shoulders
2909,Shoulders boulders,2023-09-27 20:54:00,Shoulder Press (Dumbbell),22.0,8,8.0,48,Shoulders
2910,Shoulders boulders,2023-09-27 20:54:00,Shoulder Press (Dumbbell),22.0,8,8.0,48,Shoulders
2911,Shoulders boulders,2023-09-27 20:54:00,Shoulder Press (Dumbbell),22.0,8,8.0,48,Shoulders
2912,Shoulders boulders,2023-09-27 20:54:00,Triceps Extension (Cable),30.0,12,8.5,48,Triceps
2913,Shoulders boulders,2023-09-27 20:54:00,Triceps Extension (Cable),30.0,12,9.5,48,Triceps
2914,Shoulders boulders,2023-09-27 20:54:00,Triceps Extension (Cable),30.0,10,9.5,48,Triceps
2915,Shoulders boulders,2023-09-27 20:54:00,Triceps Extension (Cable),30.0,12,9.5,48,Triceps
2916,Shoulders boulders,2023-09-27 20:54:00,Rear Delt Reverse Fly (Machine),45.0,10,8.0,48,Shoulders
2917,Shoulders boulders,2023-09-27 20:54:00,Rear Delt Reverse Fly (Machine),45.0,10,8.5,48,Shoulders
