,title,start_time,exercise_title,weight_kg,reps,rpe,week_of_a_year,muscle_group
0,Shoulders Overheard Arnold,2022-11-04 06:44:00,Overhead Press (Barbell),20.0,12,8.0,1,Shoulders
1,Shoulders Overheard Arnold,2022-11-04 06:44:00,Overhead Press (Barbell),20.0,12,8.0,1,Shoulders
2,Shoulders Overheard Arnold,2022-11-04 06:44:00,Overhead Press (Barbell),20.0,12,8.0,1,Shoulders
3,Shoulders Overheard Arnold,2022-11-04 06:44:00,Overhead Press (Barbell),25.0,8,8.0,1,Shoulders
4,Shoulders Overheard Arnold,2022-11-04 06:44:00,Overhead Press (Barbell),30.0,8,8.0,1,Shoulders
5,Shoulders Overheard Arnold,2022-11-04 06:44:00,Overhead Press (Barbell),35.0,6,8.0,1,Shoulders
6,Shoulders Overheard Arnold,2022-11-04 06:44:00,Overhead Press (Barbell),40.0,5,8.0,1,Shoulders
7,Shoulders Overheard Arnold,2022-11-04 06:44:00,Arnold Press (Dumbbell),12.0,12,8.0,1,Shoulders
8,Shoulders Overheard Arnold,2022-11-04 06:44:00,Arnold Press (Dumbbell),15.0,10,8.0,1,Shoulders
9,Shoulders Overheard Arnold,2022-11-04 06:44:00,Arnold Press (Dumbbell),15.0,8,8.0,1,Shoulders
10,Shoulders Overheard Arnold,2022-11-04 06:44:00,Reverse Fly (Cable),15.0,6,8.0,1,Shoulders
11,Shoulders Overheard Arnold,2022-11-04 06:44:00,Reverse Fly (Cable),5.0,15,8.0,1,Shoulders
12,Shoulders Overheard Arnold,2022-11-04 06:44:00,Reverse Fly (Cable),15.0,12,8.0,1,Shoulders
13,Shoulders Overheard Arnold,2022-11-04 06:44:00,Reverse Fly (Cable),20.0,5,8.0,1,Shoulders
14,Shoulders Overheard Arnold,2022-11-04 06:44:00,Lateral Raise (Dumbbell),7.0,12,8.0,1,Shoulders
15,Shoulders Overheard Arnold,2022-11-04 06:44:00,Lateral Raise (Dumbbell),8.0,12,8.0,1,Shoulders
16,Shoulders Overheard Arnold,2022-11-04 06:44:00,Lateral Raise (Dumbbell),9.0,10,8.0,1,Shoulders
17,Shoulders Overheard Arnold,2022-11-04 06:44:00,Lateral Raise (Dumbbell),10.0,12,8.0,1,Shoulders
18,Schmonday pushday,2023-10-30 17:31:00,Incline Bench Press (Barbell),30.0,6,6.0,1,Chest
19,Schmonday pushday,2023-10-30 17:31:00,Incline Bench Press (Barbell),30.0,4,6.0,1,Chest
20,Schmonday pushday,2023-10-30 17:31:00,Incline Bench Press (Barbell),40.0,2,6.0,1,Chest
21,Schmonday pushday,2023-10-30 17:31:00,Incline Bench Press (Barbell),65.0,4,7.5,1,Chest
22,Schmonday pushday,2023-10-30 17:31:00,Incline Bench Press (Barbell),65.0,4,7.5,1,Chest
23,Schmonday pushday,2023-10-30 17:31:00,Incline Bench Press (Barbell),65.0,4,8.0,1,Chest
24,Schmonday pushday,2023-10-30 17:31:00,Incline Bench Press (Barbell),65.0,4,8.0,1,Chest
25,Schmonday pushday,2023-10-30 17:31:00,Bench Press (Dumbbell),28.0,8,9.0,1,Chest
26,Schmonday pushday,2023-10-30 17:31:00,Bench Press (Dumbbell),28.0,8,9.5,1,Chest
27,Schmonday pushday,2023-10-30 17:31:00,Bench Press (Dumbbell),28.0,8,9.0,1,Chest
28,Schmonday pushday,2023-10-30 17:31:00,Bench Press (Dumbbell),28.0,8,9.5,1,Chest
29,Schmonday pushday,2023-10-30 17:31:00,Triceps Pushdown,65.0,10,8.0,1,Triceps
30,Schmonday pushday,2023-10-30 17:31:00,Triceps Pushdown,65.0,10,8.0,1,Triceps
31,Schmonday pushday,2023-10-30 17:31:00,Triceps Pushdown,65.0,10,9.0,1,Triceps
32,Schmonday pushday,2023-10-30 17:31:00,Triceps Pushdown,65.0,10,9.0,1,Triceps
33,Schmonday pushday,2023-10-30 17:31:00,Single Arm Triceps Pushdown (Cable),22.5,8,9.0,1,Triceps
34,Schmonday pushday,2023-10-30 17:31:00,Single Arm Triceps Pushdown (Cable),22.5,8,8.5,1,Triceps
35,Schmonday pushday,2023-10-30 17:31:00,Single Arm Triceps Pushdown (Cable),22.5,8,9.0,1,Triceps
36,Schmonday pushday,2023-10-30 17:31:00,Single Arm Triceps Pushdown (Cable),22.5,8,9.5,1,Triceps
37,T is pullday,2023-10-31 18:28:00,Sumo Deadlift,60.0,6,6.0,1,Hamstrings; Glutes
38,T is pullday,2023-10-31 18:28:00,Sumo Deadlift,60.0,4,6.0,1,Hamstrings; Glutes
39,T is pullday,2023-10-31 18:28:00,Sumo Deadlift,90.0,2,6.0,1,Hamstrings; Glutes
40,T is pullday,2023-10-31 18:28:00,Sumo Deadlift,120.0,4,8.0,1,Hamstrings; Glutes
41,T is pullday,2023-10-31 18:28:00,Sumo Deadlift,120.0,4,8.0,1,Hamstrings; Glutes
42,T is pullday,2023-10-31 18:28:00,Sumo Deadlift,120.0,4,8.0,1,Hamstrings; Glutes
43,T is pullday,2023-10-31 18:28:00,Sumo Deadlift,120.0,4,8.0,1,Hamstrings; Glutes
44,T is pullday,2023-10-31 18:28:00,Lat Pulldown - Neutral Grip,80.0,8,9.0,1,Lats
45,T is pullday,2023-10-31 18:28:00,Lat Pulldown - Neutral Grip,80.0,8,9.0,1,Lats
46,T is pullday,2023-10-31 18:28:00,Lat Pulldown - Neutral Grip,80.0,8,9.0,1,Lats
47,T is pullday,2023-10-31 18:28:00,Lat Pulldown - Neutral Grip,80.0,8,9.5,1,Lats
48,T is pullday,2023-10-31 18:28:00,Bicep Curl (Barbell),30.0,8,9.5,1,Biceps
49,T is pullday,2023-10-31 18:28:00,Bicep Curl (Barbell),30.0,8,9.5,1,Biceps
50,T is pullday,2023-10-31 18:28:00,Bicep Curl (Barbell),30.0,6,9.5,1,Biceps
51,T is pullday,2023-10-31 18:28:00,Bicep Curl (Barbell),30.0,6,9.5,1,Biceps
52,T is pullday,2023-10-31 18:28:00,Single Arm Cable Row,35.0,8,9.0,1,Upper Back
53,T is pullday,2023-10-31 18:28:00,Single Arm Cable Row,35.0,8,9.0,1,Upper Back
54,T is pullday,2023-10-31 18:28:00,Single Arm Cable Row,35.0,8,9.0,1,Upper Back
55,T is pullday,2023-10-31 18:28:00,Single Arm Cable Row,35.0,8,9.0,1,Upper Back
56,Booba,2022-11-14 06:58:00,Incline Bench Press (Barbell),20.0,8,8.0,3,Chest
57,Booba,2022-11-14 06:58:00,Incline Bench Press (Barbell),30.0,12,8.0,3,Chest
58,Booba,2022-11-14 06:58:00,Incline Bench Press (Barbell),30.0,10,8.0,3,Chest
59,Booba,2022-11-14 06:58:00,Incline Bench Press (Barbell),40.0,10,8.0,3,Chest
60,Booba,2022-11-14 06:58:00,Incline Bench Press (Barbell),50.0,10,8.0,3,Chest
61,Booba,2022-11-14 06:58:00,Incline Bench Press (Barbell),55.0,5,8.0,3,Chest
62,Booba,2022-11-14 06:58:00,Incline Bench Press (Barbell),60.0,2,8.0,3,Chest
63,Booba,2022-11-14 06:58:00,Bench Press (Dumbbell),12.0,10,8.0,3,Chest
64,Booba,2022-11-14 06:58:00,Bench Press (Dumbbell),16.0,12,8.0,3,Chest
65,Booba,2022-11-14 06:58:00,Bench Press (Dumbbell),18.0,12,8.0,3,Chest
66,Booba,2022-11-14 06:58:00,Bench Press (Dumbbell),20.0,9,8.0,3,Chest
67,Booba,2022-11-14 06:58:00,Decline Bench Press (Barbell),40.0,12,8.0,3,Chest
68,Booba,2022-11-14 06:58:00,Decline Bench Press (Barbell),50.0,10,8.0,3,Chest
69,Booba,2022-11-14 06:58:00,Decline Bench Press (Barbell),60.0,5,8.0,3,Chest
70,Booba,2022-11-14 06:58:00,Low Cable Fly Crossovers,7.5,10,8.0,3,Chest
71,Booba,2022-11-14 06:58:00,Low Cable Fly Crossovers,10.0,17,8.0,3,Chest
72,Booba,2022-11-14 06:58:00,Low Cable Fly Crossovers,15.0,10,8.0,3,Chest
73,Blacc,2022-11-15 18:18:00,Deadlift (Trap bar),50.0,5,8.0,3,Hamstrings; Glutes
74,Blacc,2022-11-15 18:18:00,Deadlift (Trap bar),60.0,10,8.0,3,Hamstrings; Glutes
75,Blacc,2022-11-15 18:18:00,Deadlift (Trap bar),80.0,10,8.0,3,Hamstrings; Glutes
76,Blacc,2022-11-15 18:18:00,Deadlift (Trap bar),80.0,8,8.0,3,Hamstrings; Glutes
77,Blacc,2022-11-15 18:18:00,Deadlift (Trap bar),90.0,5,8.0,3,Hamstrings; Glutes
78,Blacc,2022-11-15 18:18:00,Deadlift (Trap bar),100.0,3,8.0,3,Hamstrings; Glutes
79,Blacc,2022-11-15 18:18:00,Deadlift (Trap bar),110.0,1,8.0,3,Hamstrings; Glutes
80,Blacc,2022-11-15 18:18:00,Bent Over Row (Barbell),40.0,10,8.0,3,Upper Back
81,Blacc,2022-11-15 18:18:00,Bent Over Row (Barbell),50.0,10,8.0,3,Upper Back
82,Blacc,2022-11-15 18:18:00,Bent Over Row (Barbell),60.0,6,8.0,3,Upper Back
83,Blacc,2022-11-15 18:18:00,Iso-Lateral High Row (Machine),60.0,10,8.0,3,Upper Back
84,Blacc,2022-11-15 18:18:00,Iso-Lateral High Row (Machine),60.0,10,8.0,3,Upper Back
85,Blacc,2022-11-15 18:18:00,Iso-Lateral High Row (Machine),70.0,10,8.0,3,Upper Back
86,Blacc,2022-11-15 18:18:00,Iso-Lateral High Row (Machine),80.0,8,8.0,3,Upper Back
87,Blacc,2022-11-15 18:18:00,T Bar Row,20.0,14,8.0,3,Upper Back
88,Blacc,2022-11-15 18:18:00,T Bar Row,25.0,13,8.0,3,Upper Back
89,Blacc,2022-11-15 18:18:00,T Bar Row,30.0,10,8.0,3,Upper Back
90,Blacc,2022-11-15 18:18:00,T Bar Row,30.0,10,8.0,3,Upper Back
91,Blacc,2022-11-15 18:18:00,Back Extension (Hyperextension),8.0,10,8.0,3,Lower Back
92,Blacc,2022-11-15 18:18:00,Back Extension (Hyperextension),8.0,16,8.0,3,Lower Back
93,Blacc,2022-11-15 18:18:00,Back Extension (Hyperextension),8.0,20,8.0,3,Lower Back
94,Blacc,2022-11-15 18:18:00,Back Extension (Hyperextension),8.0,16,8.0,3,Lower Back
95,Arma,2022-11-16 18:47:00,Skullcrusher (Barbell),20.0,16,8.0,3,Triceps
96,Arma,2022-11-16 18:47:00,Skullcrusher (Barbell),20.0,15,8.0,3,Triceps
97,Arma,2022-11-16 18:47:00,Skullcrusher (Barbell),20.0,16,8.0,3,Triceps
98,Arma,2022-11-16 18:47:00,Skullcrusher (Barbell),30.0,5,8.0,3,Triceps
99,Arma,2022-11-16 18:47:00,Skullcrusher (Barbell),30.0,5,8.0,3,Triceps
100,Arma,2022-11-16 18:47:00,Triceps Rope Pushdown,15.0,13,8.0,3,Triceps
101,Arma,2022-11-16 18:47:00,Triceps Rope Pushdown,25.0,13,8.0,3,Triceps
102,Arma,2022-11-16 18:47:00,Triceps Rope Pushdown,30.0,13,8.0,3,Triceps
103,Arma,2022-11-16 18:47:00,Triceps Rope Pushdown,40.0,8,8.0,3,Triceps
104,Arma,2022-11-16 18:47:00,Triceps Rope Pushdown,40.0,7,8.0,3,Triceps
105,Arma,2022-11-16 18:47:00,Bicep Curl (Barbell),10.0,10,8.0,3,Biceps
106,Arma,2022-11-16 18:47:00,Bicep Curl (Barbell),10.0,10,8.0,3,Biceps
107,Arma,2022-11-16 18:47:00,Bicep Curl (Barbell),15.0,7,8.0,3,Biceps
108,Arma,2022-11-16 18:47:00,Bicep Curl (Barbell),20.0,5,8.0,3,Biceps
109,Arma,2022-11-16 18:47:00,Seated Incline Curl (Dumbbell),8.0,8,8.0,3,Biceps
110,Arma,2022-11-16 18:47:00,Seated Incline Curl (Dumbbell),8.0,12,8.0,3,Biceps
111,Arma,2022-11-16 18:47:00,Seated Incline Curl (Dumbbell),10.0,8,8.0,3,Biceps
112,Arma,2022-11-16 18:47:00,Seated Incline Curl (Dumbbell),12.0,8,8.0,3,Biceps
113,Arma,2022-11-16 18:47:00,Hammer Curl (Cable),10.0,20,8.0,3,Biceps
114,Arma,2022-11-16 18:47:00,Hammer Curl (Cable),15.0,20,8.0,3,Biceps
115,Arma,2022-11-16 18:47:00,Hammer Curl (Cable),20.0,15,8.0,3,Biceps
116,Schuld,2022-11-17 17:17:00,Lateral Raise (Dumbbell),8.0,15,8.0,3,Shoulders
117,Schuld,2022-11-17 17:17:00,Lateral Raise (Dumbbell),10.0,12,8.0,3,Shoulders
118,Schuld,2022-11-17 17:17:00,Lateral Raise (Dumbbell),10.0,14,8.0,3,Shoulders
119,Schuld,2022-11-17 17:17:00,Lateral Raise (Dumbbell),12.0,9,8.0,3,Shoulders
120,Schuld,2022-11-17 17:17:00,Lateral Raise (Dumbbell),12.0,8,8.0,3,Shoulders
121,Schuld,2022-11-17 17:17:00,Arnold Press (Dumbbell),12.0,10,8.0,3,Shoulders
122,Schuld,2022-11-17 17:17:00,Arnold Press (Dumbbell),12.0,12,8.0,3,Shoulders
123,Schuld,2022-11-17 17:17:00,Arnold Press (Dumbbell),12.0,10,8.0,3,Shoulders
124,Schuld,2022-11-17 17:17:00,Arnold Press (Dumbbell),14.0,8,8.0,3,Shoulders
125,Schuld,2022-11-17 17:17:00,Arnold Press (Dumbbell),16.0,8,8.0,3,Shoulders
126,Schuld,2022-11-17 17:17:00,Upright Row (Barbell),10.0,12,8.0,3,Shoulders
127,Schuld,2022-11-17 17:17:00,Upright Row (Barbell),20.0,12,8.0,3,Shoulders
128,Schuld,2022-11-17 17:17:00,Upright Row (Barbell),20.0,12,8.0,3,Shoulders
129,Schuld,2022-11-17 17:17:00,Upright Row (Barbell),30.0,8,8.0,3,Shoulders
130,Schuld,2022-11-17 17:17:00,Reverse Fly (Cable),7.5,20,8.0,3,Shoulders
131,Schuld,2022-11-17 17:17:00,Reverse Fly (Cable),10.0,18,8.0,3,Shoulders
132,Schuld,2022-11-17 17:17:00,Reverse Fly (Cable),15.0,8,8.0,3,Shoulders
133,Booba,2022-11-22 06:42:00,Incline Bench Press (Barbell),20.0,8,8.0,4,Chest
134,Booba,2022-11-22 06:42:00,Incline Bench Press (Barbell),40.0,12,8.0,4,Chest
135,Booba,2022-11-22 06:42:00,Incline Bench Press (Barbell),40.0,12,8.0,4,Chest
136,Booba,2022-11-22 06:42:00,Incline Bench Press (Barbell),50.0,10,8.0,4,Chest
137,Booba,2022-11-22 06:42:00,Incline Bench Press (Barbell),50.0,10,8.0,4,Chest
138,Booba,2022-11-22 06:42:00,Incline Bench Press (Barbell),55.0,8,8.0,4,Chest
139,Booba,2022-11-22 06:42:00,Incline Bench Press (Barbell),60.0,3,8.0,4,Chest
140,Booba,2022-11-22 06:42:00,Bench Press (Dumbbell),12.0,15,8.0,4,Chest
141,Booba,2022-11-22 06:42:00,Bench Press (Dumbbell),16.0,15,8.0,4,Chest
142,Booba,2022-11-22 06:42:00,Bench Press (Dumbbell),18.0,13,8.0,4,Chest
143,Booba,2022-11-22 06:42:00,Bench Press (Dumbbell),20.0,10,8.0,4,Chest
144,Booba,2022-11-22 06:42:00,Decline Bench Press (Barbell),40.0,14,8.0,4,Chest
145,Booba,2022-11-22 06:42:00,Decline Bench Press (Barbell),50.0,9,8.0,4,Chest
146,Booba,2022-11-22 06:42:00,Decline Bench Press (Barbell),60.0,4,8.0,4,Chest
147,Booba,2022-11-22 06:42:00,Low Cable Fly Crossovers,10.0,20,8.0,4,Chest
148,Booba,2022-11-22 06:42:00,Low Cable Fly Crossovers,15.0,10,8.0,4,Chest
149,Booba,2022-11-22 06:42:00,Low Cable Fly Crossovers,15.0,12,8.0,4,Chest
150,Blacc,2022-11-23 06:46:00,Deadlift (Trap bar),20.0,10,8.0,4,Hamstrings; Glutes
151,Blacc,2022-11-23 06:46:00,Deadlift (Trap bar),30.0,10,8.0,4,Hamstrings; Glutes
152,Blacc,2022-11-23 06:46:00,Deadlift (Trap bar),30.0,10,8.0,4,Hamstrings; Glutes
153,Blacc,2022-11-23 06:46:00,Deadlift (Trap bar),40.0,10,8.0,4,Hamstrings; Glutes
154,Blacc,2022-11-23 06:46:00,Deadlift (Trap bar),60.0,10,8.0,4,Hamstrings; Glutes
155,Blacc,2022-11-23 06:46:00,Deadlift (Trap bar),70.0,10,8.0,4,Hamstrings; Glutes
156,Blacc,2022-11-23 06:46:00,Deadlift (Trap bar),80.0,8,8.0,4,Hamstrings; Glutes
157,Blacc,2022-11-23 06:46:00,Iso-Lateral High Row (Machine),60.0,12,8.0,4,Upper Back
158,Blacc,2022-11-23 06:46:00,Iso-Lateral High Row (Machine),70.0,10,8.0,4,Upper Back
159,Blacc,2022-11-23 06:46:00,Iso-Lateral High Row (Machine),80.0,8,8.0,4,Upper Back
160,Blacc,2022-11-23 06:46:00,Iso-Lateral High Row (Machine),90.0,6,8.0,4,Upper Back
161,Blacc,2022-11-23 06:46:00,Bent Over Row (Barbell),40.0,15,8.0,4,Upper Back
162,Blacc,2022-11-23 06:46:00,Bent Over Row (Barbell),50.0,14,8.0,4,Upper Back
163,Blacc,2022-11-23 06:46:00,Bent Over Row (Barbell),60.0,8,8.0,4,Upper Back
164,Blacc,2022-11-23 06:46:00,T Bar Row,20.0,16,8.0,4,Upper Back
165,Blacc,2022-11-23 06:46:00,T Bar Row,30.0,12,8.0,4,Upper Back
166,Blacc,2022-11-23 06:46:00,T Bar Row,30.0,10,8.0,4,Upper Back
167,Blacc,2022-11-23 06:46:00,T Bar Row,40.0,7,8.0,4,Upper Back
168,Blacc,2022-11-23 06:46:00,Straight Arm Lat Pulldown (Cable),15.0,20,8.0,4,Lats
169,Blacc,2022-11-23 06:46:00,Straight Arm Lat Pulldown (Cable),30.0,15,8.0,4,Lats
170,Blacc,2022-11-23 06:46:00,Straight Arm Lat Pulldown (Cable),40.0,10,8.0,4,Lats
171,Arma,2022-11-24 20:06:00,Skullcrusher (Barbell),20.0,15,8.0,4,Triceps
172,Arma,2022-11-24 20:06:00,Skullcrusher (Barbell),20.0,15,8.0,4,Triceps
173,Arma,2022-11-24 20:06:00,Skullcrusher (Barbell),20.0,15,8.0,4,Triceps
174,Arma,2022-11-24 20:06:00,Skullcrusher (Barbell),30.0,7,8.0,4,Triceps
175,Arma,2022-11-24 20:06:00,Skullcrusher (Barbell),30.0,5,8.0,4,Triceps
176,Arma,2022-11-24 20:06:00,Triceps Pushdown,25.0,20,8.0,4,Triceps
177,Arma,2022-11-24 20:06:00,Triceps Pushdown,40.0,15,8.0,4,Triceps
178,Arma,2022-11-24 20:06:00,Triceps Pushdown,45.0,10,8.0,4,Triceps
179,Arma,2022-11-24 20:06:00,Triceps Pushdown,45.0,10,8.0,4,Triceps
180,Arma,2022-11-24 20:06:00,Triceps Rope Pushdown,30.0,15,8.0,4,Triceps
181,Arma,2022-11-24 20:06:00,Triceps Rope Pushdown,25.0,12,8.0,4,Triceps
182,Arma,2022-11-24 20:06:00,Triceps Rope Pushdown,20.0,13,8.0,4,Triceps
183,Arma,2022-11-24 20:06:00,Triceps Rope Pushdown,20.0,13,8.0,4,Triceps
184,Arma,2022-11-24 20:06:00,Triceps Rope Pushdown,20.0,13,8.0,4,Triceps
185,Arma,2022-11-24 20:06:00,Bicep Curl (Barbell),10.0,15,8.0,4,Biceps
186,Arma,2022-11-24 20:06:00,Bicep Curl (Barbell),10.0,15,8.0,4,Biceps
187,Arma,2022-11-24 20:06:00,Bicep Curl (Barbell),20.0,10,8.0,4,Biceps
188,Arma,2022-11-24 20:06:00,Bicep Curl (Barbell),20.0,10,8.0,4,Biceps
189,Arma,2022-11-24 20:06:00,Bicep Curl (Barbell),20.0,10,8.0,4,Biceps
190,Arma,2022-11-24 20:06:00,Seated Incline Curl (Dumbbell),10.0,10,8.0,4,Biceps
191,Arma,2022-11-24 20:06:00,Seated Incline Curl (Dumbbell),10.0,12,8.0,4,Biceps
192,Arma,2022-11-24 20:06:00,Seated Incline Curl (Dumbbell),12.0,8,8.0,4,Biceps
193,Arma,2022-11-24 20:06:00,Seated Incline Curl (Dumbbell),12.0,6,8.0,4,Biceps
194,Arma,2022-11-24 20:06:00,Triceps Extension (Cable),20.0,15,8.0,4,Triceps
195,Arma,2022-11-24 20:06:00,Triceps Extension (Cable),25.0,11,8.0,4,Triceps
196,Arma,2022-11-24 20:06:00,Triceps Extension (Cable),25.0,10,8.0,4,Triceps
197,Arma,2022-11-24 20:06:00,Triceps Extension (Cable),20.0,12,8.0,4,Triceps
198,Arma,2022-11-24 20:06:00,Hammer Curl (Cable),15.0,20,8.0,4,Biceps
199,Arma,2022-11-24 20:06:00,Hammer Curl (Cable),20.0,19,8.0,4,Biceps
200,Arma,2022-11-24 20:06:00,Hammer Curl (Cable),25.0,13,8.0,4,Biceps
201,Arma,2022-11-24 20:06:00,Hammer Curl (Cable),20.0,16,8.0,4,Biceps
202,L+Sh,2022-11-25 14:27:00,Squat (Barbell),20.0,5,8.0,4,Quads; Hamstrings; Glutes
203,L+Sh,2022-11-25 14:27:00,Squat (Barbell),50.0,5,8.0,4,Quads; Hamstrings; Glutes
204,L+Sh,2022-11-25 14:27:00,Squat (Barbell),50.0,5,8.0,4,Quads; Hamstrings; Glutes
205,L+Sh,2022-11-25 14:27:00,Squat (Barbell),60.0,10,8.0,4,Quads; Hamstrings; Glutes
206,L+Sh,2022-11-25 14:27:00,Squat (Barbell),70.0,8,8.0,4,Quads; Hamstrings; Glutes
207,L+Sh,2022-11-25 14:27:00,Squat (Barbell),80.0,6,8.0,4,Quads; Hamstrings; Glutes
208,L+Sh,2022-11-25 14:27:00,Squat (Barbell),90.0,3,8.0,4,Quads; Hamstrings; Glutes
209,L+Sh,2022-11-25 14:27:00,Hack Squat (Machine),20.0,10,8.0,4,Quads; Hamstrings; Glutes
210,L+Sh,2022-11-25 14:27:00,Hack Squat (Machine),20.0,8,8.0,4,Quads; Hamstrings; Glutes
211,L+Sh,2022-11-25 14:27:00,Hack Squat (Machine),30.0,7,8.0,4,Quads; Hamstrings; Glutes
212,L+Sh,2022-11-25 14:27:00,Hack Squat (Machine),40.0,5,8.0,4,Quads; Hamstrings; Glutes
213,L+Sh,2022-11-25 14:27:00,Shoulder Press (Dumbbell),6.0,8,8.0,4,Shoulders
214,L+Sh,2022-11-25 14:27:00,Shoulder Press (Dumbbell),14.0,12,8.0,4,Shoulders
215,L+Sh,2022-11-25 14:27:00,Shoulder Press (Dumbbell),14.0,12,8.0,4,Shoulders
216,L+Sh,2022-11-25 14:27:00,Shoulder Press (Dumbbell),16.0,10,8.0,4,Shoulders
217,L+Sh,2022-11-25 14:27:00,Shoulder Press (Dumbbell),18.0,8,8.0,4,Shoulders
218,L+Sh,2022-11-25 14:27:00,Shoulder Press (Dumbbell),20.0,5,8.0,4,Shoulders
219,L+Sh,2022-11-25 14:27:00,Lateral Raise (Dumbbell),8.0,15,8.0,4,Shoulders
220,L+Sh,2022-11-25 14:27:00,Lateral Raise (Dumbbell),10.0,10,8.0,4,Shoulders
221,L+Sh,2022-11-25 14:27:00,Lateral Raise (Dumbbell),10.0,11,8.0,4,Shoulders
222,L+Sh,2022-11-25 14:27:00,Lateral Raise (Dumbbell),7.5,11,8.0,4,Shoulders
223,L+Sh,2022-11-25 14:27:00,Lateral Raise (Dumbbell),10.0,8,8.0,4,Shoulders
224,L+Sh,2022-11-25 14:27:00,Leg Extension (Machine),30.0,15,8.0,4,Quads
225,L+Sh,2022-11-25 14:27:00,Leg Extension (Machine),40.0,15,8.0,4,Quads
226,L+Sh,2022-11-25 14:27:00,Leg Extension (Machine),40.0,12,8.0,4,Quads
227,L+Sh,2022-11-25 14:27:00,Leg Extension (Machine),50.0,10,8.0,4,Quads
228,L+Sh,2022-11-25 14:27:00,Seated Leg Curl (Machine),30.0,25,8.0,4,Hamstrings
229,L+Sh,2022-11-25 14:27:00,Seated Leg Curl (Machine),40.0,20,8.0,4,Hamstrings
230,L+Sh,2022-11-25 14:27:00,Seated Leg Curl (Machine),40.0,10,8.0,4,Hamstrings
231,L+Sh,2022-11-25 14:27:00,Seated Leg Curl (Machine),50.0,13,8.0,4,Hamstrings
232,L+Sh,2022-11-25 14:27:00,Upright Row (Barbell),20.0,15,8.0,4,Shoulders
233,L+Sh,2022-11-25 14:27:00,Upright Row (Barbell),20.0,12,8.0,4,Shoulders
234,L+Sh,2022-11-25 14:27:00,Upright Row (Barbell),30.0,8,8.0,4,Shoulders
235,L+Sh,2022-11-25 14:27:00,Upright Row (Barbell),30.0,8,8.0,4,Shoulders
236,L+Sh,2022-11-25 14:27:00,Seated Calf Raise,40.0,25,8.0,4,Calves
237,L+Sh,2022-11-25 14:27:00,Seated Calf Raise,60.0,15,8.0,4,Calves
238,L+Sh,2022-11-25 14:27:00,Seated Calf Raise,60.0,15,8.0,4,Calves
239,L+Sh,2022-11-25 14:27:00,Seated Calf Raise,70.0,13,8.0,4,Calves
240,L+Sh,2022-11-25 14:27:00,Rear Delt Reverse Fly (Machine),20.0,15,8.0,4,Shoulders
241,L+Sh,2022-11-25 14:27:00,Rear Delt Reverse Fly (Machine),25.0,12,8.0,4,Shoulders
242,L+Sh,2022-11-25 14:27:00,Rear Delt Reverse Fly (Machine),25.0,12,8.0,4,Shoulders
243,L+Sh,2022-11-25 14:27:00,Rear Delt Reverse Fly (Machine),30.0,8,8.0,4,Shoulders
244,Booba,2022-11-29 06:43:00,Incline Bench Press (Barbell),20.0,5,8.0,5,Chest
245,Booba,2022-11-29 06:43:00,Incline Bench Press (Barbell),40.0,12,8.0,5,Chest
246,Booba,2022-11-29 06:43:00,Incline Bench Press (Barbell),40.0,12,8.0,5,Chest
247,Booba,2022-11-29 06:43:00,Incline Bench Press (Barbell),40.0,10,8.0,5,Chest
248,Booba,2022-11-29 06:43:00,Incline Bench Press (Barbell),50.0,12,8.0,5,Chest
249,Booba,2022-11-29 06:43:00,Incline Bench Press (Barbell),55.0,6,8.0,5,Chest
250,Booba,2022-11-29 06:43:00,Incline Bench Press (Barbell),55.0,5,8.0,5,Chest
251,Booba,2022-11-29 06:43:00,Bench Press (Dumbbell),12.0,20,8.0,5,Chest
252,Booba,2022-11-29 06:43:00,Bench Press (Dumbbell),18.0,14,8.0,5,Chest
253,Booba,2022-11-29 06:43:00,Bench Press (Dumbbell),20.0,12,8.0,5,Chest
254,Booba,2022-11-29 06:43:00,Bench Press (Dumbbell),22.0,10,8.0,5,Chest
255,Booba,2022-11-29 06:43:00,Decline Bench Press (Barbell),40.0,15,8.0,5,Chest
256,Booba,2022-11-29 06:43:00,Decline Bench Press (Barbell),50.0,10,8.0,5,Chest
257,Booba,2022-11-29 06:43:00,Decline Bench Press (Barbell),50.0,10,8.0,5,Chest
258,Booba,2022-11-29 06:43:00,Low Cable Fly Crossovers,12.5,20,8.0,5,Chest
259,Booba,2022-11-29 06:43:00,Low Cable Fly Crossovers,15.0,12,8.0,5,Chest
260,Booba,2022-11-29 06:43:00,Low Cable Fly Crossovers,15.0,12,8.0,5,Chest
261,Booba,2022-11-29 06:43:00,Low Cable Fly Crossovers,20.0,8,8.0,5,Chest
262,Blacc,2022-11-30 18:10:00,Deadlift (Trap bar),40.0,10,8.0,5,Hamstrings; Glutes
263,Blacc,2022-11-30 18:10:00,Deadlift (Trap bar),40.0,10,8.0,5,Hamstrings; Glutes
264,Blacc,2022-11-30 18:10:00,Deadlift (Trap bar),40.0,10,8.0,5,Hamstrings; Glutes
265,Blacc,2022-11-30 18:10:00,Deadlift (Trap bar),50.0,10,8.0,5,Hamstrings; Glutes
266,Blacc,2022-11-30 18:10:00,Deadlift (Trap bar),60.0,10,8.0,5,Hamstrings; Glutes
267,Blacc,2022-11-30 18:10:00,Deadlift (Trap bar),80.0,5,8.0,5,Hamstrings; Glutes
